voucher_no,line_no,posting_date,entry_time,account_code,account_name,debit,credit,department,supplier,prepared_by,approved_by,description
JV004519,8,2025-10-24,2025-10-24 13:09:49,2202,Accounts payable 应付账款,16856.32,,Finance,Qianfeng Tax Advisory 千峰税务咨询,prep01,appr01,Payment run 2025-10
JV004519,9,2025-10-24,2025-10-24 13:09:49,2202,Accounts payable 应付账款,13395.04,,Finance,Qianfeng Tax Advisory 千峰税务咨询,prep01,appr01,Payment run 2025-10
JV004519,10,2025-10-24,2025-10-24 13:09:49,1002,Bank deposits 银行存款,,203117.32,Finance,Qianfeng Tax Advisory 千峰税务咨询,prep01,appr01,Payment run 2025-10
JV004520,1,2025-10-24,2025-10-24 13:39:23,1405,Inventory 库存商品,8322.15,,Production,Lianchuang Parts 联创配件,prep04,appr03,Purchase of materials
JV004520,2,2025-10-24,2025-10-24 13:39:23,222101,Input VAT 应交增值税-进项税额,1081.88,,Production,Lianchuang Parts 联创配件,prep04,appr03,Purchase of materials
JV004520,3,2025-10-24,2025-10-24 13:39:23,2202,Accounts payable 应付账款,,9404.03,Production,Lianchuang Parts 联创配件,prep04,appr03,Purchase of materials
JV004521,1,2025-10-24,2025-10-24 13:53:39,2202,Accounts payable 应付账款,10976.37,,Finance,Fangzhou Exhibition 方舟会展,prep03,appr02,Payment run 2025-10
JV004521,2,2025-10-24,2025-10-24 13:53:39,2202,Accounts payable 应付账款,11243.41,,Finance,Fangzhou Exhibition 方舟会展,prep03,appr02,Payment run 2025-10
JV004521,3,2025-10-24,2025-10-24 13:53:39,2202,Accounts payable 应付账款,17898.51,,Finance,Fangzhou Exhibition 方舟会展,prep03,appr02,Payment run 2025-10
JV004521,4,2025-10-24,2025-10-24 13:53:39,2202,Accounts payable 应付账款,18136.97,,Finance,Fangzhou Exhibition 方舟会展,prep03,appr02,Payment run 2025-10
JV004521,5,2025-10-24,2025-10-24 13:53:39,2202,Accounts payable 应付账款,18352.19,,Finance,Fangzhou Exhibition 方舟会展,prep03,appr02,Payment run 2025-10
JV004521,6,2025-10-24,2025-10-24 13:53:39,2202,Accounts payable 应付账款,41568.14,,Finance,Fangzhou Exhibition 方舟会展,prep03,appr02,Payment run 2025-10
JV004521,7,2025-10-24,2025-10-24 13:53:39,1002,Bank deposits 银行存款,,118175.59,Finance,Fangzhou Exhibition 方舟会展,prep03,appr02,Payment run 2025-10
JV004522,1,2025-10-24,2025-10-24 13:54:45,1405,Inventory 库存商品,28733.51,,Production,Yongsheng Chemicals 永盛化工,prep05,appr01,Purchase of materials
JV004522,2,2025-10-24,2025-10-24 13:54:45,222101,Input VAT 应交增值税-进项税额,3735.36,,Production,Yongsheng Chemicals 永盛化工,prep05,appr01,Purchase of materials
JV004522,3,2025-10-24,2025-10-24 13:54:45,2202,Accounts payable 应付账款,,32468.87,Production,Yongsheng Chemicals 永盛化工,prep05,appr01,Purchase of materials
JV004523,1,2025-10-24,2025-10-24 14:09:35,1405,Inventory 库存商品,12905.67,,Production,Lianchuang Parts 联创配件,prep02,appr02,Purchase of materials
JV004523,2,2025-10-24,2025-10-24 14:09:35,222101,Input VAT 应交增值税-进项税额,1677.74,,Production,Lianchuang Parts 联创配件,prep02,appr02,Purchase of materials
JV004523,3,2025-10-24,2025-10-24 14:09:35,2202,Accounts payable 应付账款,,14583.41,Production,Lianchuang Parts 联创配件,prep02,appr02,Purchase of materials
JV004524,1,2025-10-24,2025-10-24 14:50:40,1405,Inventory 库存商品,5378.27,,Production,Dingxin Steel 鼎鑫钢材,prep02,appr02,Purchase of materials
JV004524,2,2025-10-24,2025-10-24 14:50:40,222101,Input VAT 应交增值税-进项税额,699.18,,Production,Dingxin Steel 鼎鑫钢材,prep02,appr02,Purchase of materials
JV004524,3,2025-10-24,2025-10-24 14:50:40,2202,Accounts payable 应付账款,,6077.45,Production,Dingxin Steel 鼎鑫钢材,prep02,appr02,Purchase of materials
JV004525,1,2025-10-24,2025-10-24 15:14:00,6601,Travel expense 差旅费,4795.15,,Admin,Jietu Travel Service 捷途旅行社,prep05,appr01,Business travel
JV004525,2,2025-10-24,2025-10-24 15:14:00,1002,Bank deposits 银行存款,,4795.15,Admin,Jietu Travel Service 捷途旅行社,prep05,appr01,Business travel
JV004526,1,2025-10-24,2025-10-24 15:15:09,2202,Accounts payable 应付账款,228180.97,,Finance,Ruida Office Furniture 瑞达办公家具,prep02,appr01,Payment run 2025-10
JV004526,2,2025-10-24,2025-10-24 15:15:09,2202,Accounts payable 应付账款,491473.51,,Finance,Ruida Office Furniture 瑞达办公家具,prep02,appr01,Payment run 2025-10
JV004526,3,2025-10-24,2025-10-24 15:15:09,1002,Bank deposits 银行存款,,719654.48,Finance,Ruida Office Furniture 瑞达办公家具,prep02,appr01,Payment run 2025-10
JV004527,1,2025-10-24,2025-10-24 16:36:09,1122,Accounts receivable 应收账款,50682.24,,Sales,,prep03,appr03,Sales invoice
JV004527,2,2025-10-24,2025-10-24 16:36:09,6001,Sales revenue 主营业务收入,,44851.54,Sales,,prep03,appr03,Sales invoice
JV004527,3,2025-10-24,2025-10-24 16:36:09,222102,Output VAT 应交增值税-销项税额,,5830.70,Sales,,prep03,appr03,Sales invoice
JV004527,4,2025-10-24,2025-10-24 16:36:09,6401,Cost of sales 主营业务成本,25838.55,,Sales,,prep03,appr03,Sales invoice
JV004527,5,2025-10-24,2025-10-24 16:36:09,1405,Inventory 库存商品,,25838.55,Sales,,prep03,appr03,Sales invoice
JV004528,1,2025-10-24,2025-10-24 17:02:26,2202,Accounts payable 应付账款,4012.31,,Finance,Jiahe Packaging 嘉禾包装,prep01,appr03,Payment run 2025-10
JV004528,2,2025-10-24,2025-10-24 17:02:26,2202,Accounts payable 应付账款,15001.36,,Finance,Jiahe Packaging 嘉禾包装,prep01,appr03,Payment run 2025-10
JV004528,3,2025-10-24,2025-10-24 17:02:26,2202,Accounts payable 应付账款,13130.40,,Finance,Jiahe Packaging 嘉禾包装,prep01,appr03,Payment run 2025-10
JV004528,4,2025-10-24,2025-10-24 17:02:26,2202,Accounts payable 应付账款,11351.86,,Finance,Jiahe Packaging 嘉禾包装,prep01,appr03,Payment run 2025-10
JV004528,5,2025-10-24,2025-10-24 17:02:26,2202,Accounts payable 应付账款,2546.01,,Finance,Jiahe Packaging 嘉禾包装,prep01,appr03,Payment run 2025-10
JV004528,6,2025-10-24,2025-10-24 17:02:26,2202,Accounts payable 应付账款,16532.91,,Finance,Jiahe Packaging 嘉禾包装,prep01,appr03,Payment run 2025-10
JV004528,7,2025-10-24,2025-10-24 17:02:26,2202,Accounts payable 应付账款,23041.52,,Finance,Jiahe Packaging 嘉禾包装,prep01,appr03,Payment run 2025-10
JV004528,8,2025-10-24,2025-10-24 17:02:26,2202,Accounts payable 应付账款,10737.84,,Finance,Jiahe Packaging 嘉禾包装,prep01,appr03,Payment run 2025-10
JV004528,9,2025-10-24,2025-10-24 17:02:26,2202,Accounts payable 应付账款,9410.36,,Finance,Jiahe Packaging 嘉禾包装,prep01,appr03,Payment run 2025-10
JV004528,10,2025-10-24,2025-10-24 17:02:26,2202,Accounts payable 应付账款,1529.75,,Finance,Jiahe Packaging 嘉禾包装,prep01,appr03,Payment run 2025-10
JV004528,11,2025-10-24,2025-10-24 17:02:26,2202,Accounts payable 应付账款,12658.95,,Finance,Jiahe Packaging 嘉禾包装,prep01,appr03,Payment run 2025-10
JV004528,12,2025-10-24,2025-10-24 17:02:26,2202,Accounts payable 应付账款,7418.30,,Finance,Jiahe Packaging 嘉禾包装,prep01,appr03,Payment run 2025-10
JV004528,13,2025-10-24,2025-10-24 17:02:26,2202,Accounts payable 应付账款,5369.39,,Finance,Jiahe Packaging 嘉禾包装,prep01,appr03,Payment run 2025-10
JV004528,14,2025-10-24,2025-10-24 17:02:26,2202,Accounts payable 应付账款,4144.51,,Finance,Jiahe Packaging 嘉禾包装,prep01,appr03,Payment run 2025-10
JV004528,15,2025-10-24,2025-10-24 17:02:26,2202,Accounts payable 应付账款,5765.54,,Finance,Jiahe Packaging 嘉禾包装,prep01,appr03,Payment run 2025-10
JV004528,16,2025-10-24,2025-10-24 17:02:26,2202,Accounts payable 应付账款,14229.02,,Finance,Jiahe Packaging 嘉禾包装,prep01,appr03,Payment run 2025-10
JV004528,17,2025-10-24,2025-10-24 17:02:26,2202,Accounts payable 应付账款,2155.47,,Finance,Jiahe Packaging 嘉禾包装,prep01,appr03,Payment run 2025-10
JV004528,18,2025-10-24,2025-10-24 17:02:26,1002,Bank deposits 银行存款,,159035.50,Finance,Jiahe Packaging 嘉禾包装,prep01,appr03,Payment run 2025-10
JV004529,1,2025-10-24,2025-10-24 17:05:34,1122,Accounts receivable 应收账款,42837.60,,Sales,,prep04,appr02,Sales invoice
JV004529,2,2025-10-24,2025-10-24 17:05:34,6001,Sales revenue 主营业务收入,,37909.38,Sales,,prep04,appr02,Sales invoice
JV004529,3,2025-10-24,2025-10-24 17:05:34,222102,Output VAT 应交增值税-销项税额,,4928.22,Sales,,prep04,appr02,Sales invoice
JV004529,4,2025-10-24,2025-10-24 17:05:34,6401,Cost of sales 主营业务成本,21509.11,,Sales,,prep04,appr02,Sales invoice
JV004529,5,2025-10-24,2025-10-24 17:05:34,1405,Inventory 库存商品,,21509.11,Sales,,prep04,appr02,Sales invoice
JV004530,1,2025-10-24,2025-10-24 17:11:42,2202,Accounts payable 应付账款,28644.06,,Finance,Dingxin Steel 鼎鑫钢材,prep04,appr03,Payment run 2025-10
JV004530,2,2025-10-24,2025-10-24 17:11:42,1002,Bank deposits 银行存款,,28644.06,Finance,Dingxin Steel 鼎鑫钢材,prep04,appr03,Payment run 2025-10
JV004531,1,2025-10-24,2025-10-24 17:48:56,2202,Accounts payable 应付账款,4270.98,,Finance,Anjie Equipment Repair 安捷设备维修,prep03,appr02,Payment run 2025-10
JV004531,2,2025-10-24,2025-10-24 17:48:56,2202,Accounts payable 应付账款,3654.41,,Finance,Anjie Equipment Repair 安捷设备维修,prep03,appr02,Payment run 2025-10
JV004531,3,2025-10-24,2025-10-24 17:48:56,2202,Accounts payable 应付账款,2742.20,,Finance,Anjie Equipment Repair 安捷设备维修,prep03,appr02,Payment run 2025-10
JV004531,4,2025-10-24,2025-10-24 17:48:56,2202,Accounts payable 应付账款,5902.68,,Finance,Anjie Equipment Repair 安捷设备维修,prep03,appr02,Payment run 2025-10
JV004531,5,2025-10-24,2025-10-24 17:48:56,2202,Accounts payable 应付账款,1625.95,,Finance,Anjie Equipment Repair 安捷设备维修,prep03,appr02,Payment run 2025-10
JV004531,6,2025-10-24,2025-10-24 17:48:56,2202,Accounts payable 应付账款,1915.58,,Finance,Anjie Equipment Repair 安捷设备维修,prep03,appr02,Payment run 2025-10
JV004531,7,2025-10-24,2025-10-24 17:48:56,2202,Accounts payable 应付账款,3247.09,,Finance,Anjie Equipment Repair 安捷设备维修,prep03,appr02,Payment run 2025-10
JV004531,8,2025-10-24,2025-10-24 17:48:56,2202,Accounts payable 应付账款,11475.43,,Finance,Anjie Equipment Repair 安捷设备维修,prep03,appr02,Payment run 2025-10
JV004531,9,2025-10-24,2025-10-24 17:48:56,2202,Accounts payable 应付账款,4365.85,,Finance,Anjie Equipment Repair 安捷设备维修,prep03,appr02,Payment run 2025-10
JV004531,10,2025-10-24,2025-10-24 17:48:56,1002,Bank deposits 银行存款,,39200.17,Finance,Anjie Equipment Repair 安捷设备维修,prep03,appr02,Payment run 2025-10
JV004532,1,2025-10-24,2025-10-24 18:06:12,1405,Inventory 库存商品,2588.16,,Production,Lianchuang Parts 联创配件,prep04,appr02,Purchase of materials
JV004532,2,2025-10-24,2025-10-24 18:06:12,222101,Input VAT 应交增值税-进项税额,336.46,,Production,Lianchuang Parts 联创配件,prep04,appr02,Purchase of materials
JV004532,3,2025-10-24,2025-10-24 18:06:12,2202,Accounts payable 应付账款,,2924.62,Production,Lianchuang Parts 联创配件,prep04,appr02,Purchase of materials
JV004533,1,2025-10-24,2025-10-24 18:12:37,1405,Inventory 库存商品,2383.24,,Production,Tianrui Materials 天瑞物资,prep01,appr02,Purchase of materials
JV004533,2,2025-10-24,2025-10-24 18:12:37,222101,Input VAT 应交增值税-进项税额,309.82,,Production,Tianrui Materials 天瑞物资,prep01,appr02,Purchase of materials
JV004533,3,2025-10-24,2025-10-24 18:12:37,2202,Accounts payable 应付账款,,2693.06,Production,Tianrui Materials 天瑞物资,prep01,appr02,Purchase of materials
JV004534,1,2025-10-24,2025-10-24 18:15:18,2202,Accounts payable 应付账款,2264.45,,Finance,Ruifeng Components 瑞丰元件,prep01,appr03,Payment run 2025-10
JV004534,2,2025-10-24,2025-10-24 18:15:18,2202,Accounts payable 应付账款,3864.41,,Finance,Ruifeng Components 瑞丰元件,prep01,appr03,Payment run 2025-10
JV004534,3,2025-10-24,2025-10-24 18:15:18,2202,Accounts payable 应付账款,5107.07,,Finance,Ruifeng Components 瑞丰元件,prep01,appr03,Payment run 2025-10
JV004534,4,2025-10-24,2025-10-24 18:15:18,2202,Accounts payable 应付账款,4096.16,,Finance,Ruifeng Components 瑞丰元件,prep01,appr03,Payment run 2025-10
JV004534,5,2025-10-24,2025-10-24 18:15:18,2202,Accounts payable 应付账款,4944.94,,Finance,Ruifeng Components 瑞丰元件,prep01,appr03,Payment run 2025-10
JV004534,6,2025-10-24,2025-10-24 18:15:18,2202,Accounts payable 应付账款,19010.40,,Finance,Ruifeng Components 瑞丰元件,prep01,appr03,Payment run 2025-10
JV004534,7,2025-10-24,2025-10-24 18:15:18,2202,Accounts payable 应付账款,8600.89,,Finance,Ruifeng Components 瑞丰元件,prep01,appr03,Payment run 2025-10
JV004534,8,2025-10-24,2025-10-24 18:15:18,2202,Accounts payable 应付账款,11825.62,,Finance,Ruifeng Components 瑞丰元件,prep01,appr03,Payment run 2025-10
JV004534,9,2025-10-24,2025-10-24 18:15:18,2202,Accounts payable 应付账款,10326.06,,Finance,Ruifeng Components 瑞丰元件,prep01,appr03,Payment run 2025-10
JV004534,10,2025-10-24,2025-10-24 18:15:18,2202,Accounts payable 应付账款,5076.12,,Finance,Ruifeng Components 瑞丰元件,prep01,appr03,Payment run 2025-10
JV004534,11,2025-10-24,2025-10-24 18:15:18,2202,Accounts payable 应付账款,26524.09,,Finance,Ruifeng Components 瑞丰元件,prep01,appr03,Payment run 2025-10
JV004534,12,2025-10-24,2025-10-24 18:15:18,2202,Accounts payable 应付账款,15049.14,,Finance,Ruifeng Components 瑞丰元件,prep01,appr03,Payment run 2025-10
JV004534,13,2025-10-24,2025-10-24 18:15:18,2202,Accounts payable 应付账款,5308.24,,Finance,Ruifeng Components 瑞丰元件,prep01,appr03,Payment run 2025-10
JV004534,14,2025-10-24,2025-10-24 18:15:18,2202,Accounts payable 应付账款,5694.10,,Finance,Ruifeng Components 瑞丰元件,prep01,appr03,Payment run 2025-10
JV004534,15,2025-10-24,2025-10-24 18:15:18,2202,Accounts payable 应付账款,12956.84,,Finance,Ruifeng Components 瑞丰元件,prep01,appr03,Payment run 2025-10
JV004534,16,2025-10-24,2025-10-24 18:15:18,2202,Accounts payable 应付账款,10755.45,,Finance,Ruifeng Components 瑞丰元件,prep01,appr03,Payment run 2025-10
JV004534,17,2025-10-24,2025-10-24 18:15:18,2202,Accounts payable 应付账款,12460.97,,Finance,Ruifeng Components 瑞丰元件,prep01,appr03,Payment run 2025-10
JV004534,18,2025-10-24,2025-10-24 18:15:18,2202,Accounts payable 应付账款,3300.10,,Finance,Ruifeng Components 瑞丰元件,prep01,appr03,Payment run 2025-10
JV004534,19,2025-10-24,2025-10-24 18:15:18,2202,Accounts payable 应付账款,5522.16,,Finance,Ruifeng Components 瑞丰元件,prep01,appr03,Payment run 2025-10
JV004534,20,2025-10-24,2025-10-24 18:15:18,1002,Bank deposits 银行存款,,172687.21,Finance,Ruifeng Components 瑞丰元件,prep01,appr03,Payment run 2025-10
JV004535,1,2025-10-24,2025-10-24 18:20:50,1122,Accounts receivable 应收账款,30895.16,,Sales,,prep03,appr03,Sales invoice
JV004535,2,2025-10-24,2025-10-24 18:20:50,6001,Sales revenue 主营业务收入,,27340.85,Sales,,prep03,appr03,Sales invoice
JV004535,3,2025-10-24,2025-10-24 18:20:50,222102,Output VAT 应交增值税-销项税额,,3554.31,Sales,,prep03,appr03,Sales invoice
JV004535,4,2025-10-24,2025-10-24 18:20:50,6401,Cost of sales 主营业务成本,18853.10,,Sales,,prep03,appr03,Sales invoice
JV004535,5,2025-10-24,2025-10-24 18:20:50,1405,Inventory 库存商品,,18853.10,Sales,,prep03,appr03,Sales invoice
JV004536,1,2025-10-24,2025-10-27 12:19:52,2202,Accounts payable 应付账款,2183.89,,Finance,Dingxin Steel 鼎鑫钢材,prep01,appr03,Payment run 2025-10
JV004536,2,2025-10-24,2025-10-27 12:19:52,2202,Accounts payable 应付账款,6038.04,,Finance,Dingxin Steel 鼎鑫钢材,prep01,appr03,Payment run 2025-10
JV004536,3,2025-10-24,2025-10-27 12:19:52,2202,Accounts payable 应付账款,6681.90,,Finance,Dingxin Steel 鼎鑫钢材,prep01,appr03,Payment run 2025-10
JV004536,4,2025-10-24,2025-10-27 12:19:52,2202,Accounts payable 应付账款,3061.46,,Finance,Dingxin Steel 鼎鑫钢材,prep01,appr03,Payment run 2025-10
JV004536,5,2025-10-24,2025-10-27 12:19:52,2202,Accounts payable 应付账款,5206.90,,Finance,Dingxin Steel 鼎鑫钢材,prep01,appr03,Payment run 2025-10
JV004536,6,2025-10-24,2025-10-27 12:19:52,2202,Accounts payable 应付账款,8154.69,,Finance,Dingxin Steel 鼎鑫钢材,prep01,appr03,Payment run 2025-10
JV004536,7,2025-10-24,2025-10-27 12:19:52,2202,Accounts payable 应付账款,7006.03,,Finance,Dingxin Steel 鼎鑫钢材,prep01,appr03,Payment run 2025-10
JV004536,8,2025-10-24,2025-10-27 12:19:52,2202,Accounts payable 应付账款,5268.35,,Finance,Dingxin Steel 鼎鑫钢材,prep01,appr03,Payment run 2025-10
JV004536,9,2025-10-24,2025-10-27 12:19:52,2202,Accounts payable 应付账款,8488.20,,Finance,Dingxin Steel 鼎鑫钢材,prep01,appr03,Payment run 2025-10
JV004536,10,2025-10-24,2025-10-27 12:19:52,2202,Accounts payable 应付账款,6059.60,,Finance,Dingxin Steel 鼎鑫钢材,prep01,appr03,Payment run 2025-10
JV004536,11,2025-10-24,2025-10-27 12:19:52,2202,Accounts payable 应付账款,3086.32,,Finance,Dingxin Steel 鼎鑫钢材,prep01,appr03,Payment run 2025-10
JV004536,12,2025-10-24,2025-10-27 12:19:52,2202,Accounts payable 应付账款,12745.55,,Finance,Dingxin Steel 鼎鑫钢材,prep01,appr03,Payment run 2025-10
JV004536,13,2025-10-24,2025-10-27 12:19:52,2202,Accounts payable 应付账款,4441.54,,Finance,Dingxin Steel 鼎鑫钢材,prep01,appr03,Payment run 2025-10
JV004536,14,2025-10-24,2025-10-27 12:19:52,2202,Accounts payable 应付账款,7046.58,,Finance,Dingxin Steel 鼎鑫钢材,prep01,appr03,Payment run 2025-10
JV004536,15,2025-10-24,2025-10-27 12:19:52,1002,Bank deposits 银行存款,,85469.05,Finance,Dingxin Steel 鼎鑫钢材,prep01,appr03,Payment run 2025-10
JV004537,1,2025-10-24,2025-10-27 12:21:15,1002,Bank deposits 银行存款,87861.56,,Sales,,prep01,appr01,Receipt from Jinhai Industrial 金海实业
JV004537,2,2025-10-24,2025-10-27 12:21:15,1122,Accounts receivable 应收账款,,87861.56,Sales,,prep01,appr01,Receipt from Jinhai Industrial 金海实业
JV004538,1,2025-10-24,2025-10-27 12:21:24,2202,Accounts payable 应付账款,497971.77,,Finance,Haotian Machinery 昊天机械,prep01,appr01,Payment run 2025-10
JV004538,2,2025-10-24,2025-10-27 12:21:24,1002,Bank deposits 银行存款,,497971.77,Finance,Haotian Machinery 昊天机械,prep01,appr01,Payment run 2025-10
JV004539,1,2025-10-24,2025-10-27 13:55:06,2202,Accounts payable 应付账款,11541.41,,Finance,Hongyu Electronics 鸿宇电子,prep05,appr01,Payment run 2025-10
JV004539,2,2025-10-24,2025-10-27 13:55:06,2202,Accounts payable 应付账款,19878.44,,Finance,Hongyu Electronics 鸿宇电子,prep05,appr01,Payment run 2025-10
JV004539,3,2025-10-24,2025-10-27 13:55:06,2202,Accounts payable 应付账款,8347.84,,Finance,Hongyu Electronics 鸿宇电子,prep05,appr01,Payment run 2025-10
JV004539,4,2025-10-24,2025-10-27 13:55:06,2202,Accounts payable 应付账款,31222.66,,Finance,Hongyu Electronics 鸿宇电子,prep05,appr01,Payment run 2025-10
JV004539,5,2025-10-24,2025-10-27 13:55:06,2202,Accounts payable 应付账款,12034.65,,Finance,Hongyu Electronics 鸿宇电子,prep05,appr01,Payment run 2025-10
JV004539,6,2025-10-24,2025-10-27 13:55:06,2202,Accounts payable 应付账款,23240.33,,Finance,Hongyu Electronics 鸿宇电子,prep05,appr01,Payment run 2025-10
JV004539,7,2025-10-24,2025-10-27 13:55:06,2202,Accounts payable 应付账款,2669.83,,Finance,Hongyu Electronics 鸿宇电子,prep05,appr01,Payment run 2025-10
JV004539,8,2025-10-24,2025-10-27 13:55:06,2202,Accounts payable 应付账款,6586.69,,Finance,Hongyu Electronics 鸿宇电子,prep05,appr01,Payment run 2025-10
JV004539,9,2025-10-24,2025-10-27 13:55:06,2202,Accounts payable 应付账款,12574.53,,Finance,Hongyu Electronics 鸿宇电子,prep05,appr01,Payment run 2025-10
JV004539,10,2025-10-24,2025-10-27 13:55:06,2202,Accounts payable 应付账款,13796.70,,Finance,Hongyu Electronics 鸿宇电子,prep05,appr01,Payment run 2025-10
JV004539,11,2025-10-24,2025-10-27 13:55:06,2202,Accounts payable 应付账款,4513.86,,Finance,Hongyu Electronics 鸿宇电子,prep05,appr01,Payment run 2025-10
JV004539,12,2025-10-24,2025-10-27 13:55:06,2202,Accounts payable 应付账款,7256.70,,Finance,Hongyu Electronics 鸿宇电子,prep05,appr01,Payment run 2025-10
JV004539,13,2025-10-24,2025-10-27 13:55:06,2202,Accounts payable 应付账款,7240.46,,Finance,Hongyu Electronics 鸿宇电子,prep05,appr01,Payment run 2025-10
JV004539,14,2025-10-24,2025-10-27 13:55:06,2202,Accounts payable 应付账款,6243.83,,Finance,Hongyu Electronics 鸿宇电子,prep05,appr01,Payment run 2025-10
JV004539,15,2025-10-24,2025-10-27 13:55:06,2202,Accounts payable 应付账款,11386.43,,Finance,Hongyu Electronics 鸿宇电子,prep05,appr01,Payment run 2025-10
JV004539,16,2025-10-24,2025-10-27 13:55:06,2202,Accounts payable 应付账款,5660.71,,Finance,Hongyu Electronics 鸿宇电子,prep05,appr01,Payment run 2025-10
JV004539,17,2025-10-24,2025-10-27 13:55:06,2202,Accounts payable 应付账款,7910.50,,Finance,Hongyu Electronics 鸿宇电子,prep05,appr01,Payment run 2025-10
JV004539,18,2025-10-24,2025-10-27 13:55:06,1002,Bank deposits 银行存款,,192105.57,Finance,Hongyu Electronics 鸿宇电子,prep05,appr01,Payment run 2025-10
JV004540,1,2025-10-24,2025-10-27 14:01:19,2202,Accounts payable 应付账款,3992.28,,Finance,Baocheng Plastics 宝成塑料,prep03,appr01,Payment run 2025-10
JV004540,2,2025-10-24,2025-10-27 14:01:19,2202,Accounts payable 应付账款,2499.12,,Finance,Baocheng Plastics 宝成塑料,prep03,appr01,Payment run 2025-10
JV004540,3,2025-10-24,2025-10-27 14:01:19,2202,Accounts payable 应付账款,31868.26,,Finance,Baocheng Plastics 宝成塑料,prep03,appr01,Payment run 2025-10
JV004540,4,2025-10-24,2025-10-27 14:01:19,2202,Accounts payable 应付账款,11632.65,,Finance,Baocheng Plastics 宝成塑料,prep03,appr01,Payment run 2025-10
JV004540,5,2025-10-24,2025-10-27 14:01:19,2202,Accounts payable 应付账款,35410.86,,Finance,Baocheng Plastics 宝成塑料,prep03,appr01,Payment run 2025-10
JV004540,6,2025-10-24,2025-10-27 14:01:19,2202,Accounts payable 应付账款,3605.60,,Finance,Baocheng Plastics 宝成塑料,prep03,appr01,Payment run 2025-10
JV004540,7,2025-10-24,2025-10-27 14:01:19,2202,Accounts payable 应付账款,1364.08,,Finance,Baocheng Plastics 宝成塑料,prep03,appr01,Payment run 2025-10
JV004540,8,2025-10-24,2025-10-27 14:01:19,2202,Accounts payable 应付账款,14162.26,,Finance,Baocheng Plastics 宝成塑料,prep03,appr01,Payment run 2025-10
JV004540,9,2025-10-24,2025-10-27 14:01:19,2202,Accounts payable 应付账款,5623.16,,Finance,Baocheng Plastics 宝成塑料,prep03,appr01,Payment run 2025-10
JV004540,10,2025-10-24,2025-10-27 14:01:19,2202,Accounts payable 应付账款,3412.97,,Finance,Baocheng Plastics 宝成塑料,prep03,appr01,Payment run 2025-10
JV004540,11,2025-10-24,2025-10-27 14:01:19,2202,Accounts payable 应付账款,7486.32,,Finance,Baocheng Plastics 宝成塑料,prep03,appr01,Payment run 2025-10
JV004540,12,2025-10-24,2025-10-27 14:01:19,2202,Accounts payable 应付账款,28854.76,,Finance,Baocheng Plastics 宝成塑料,prep03,appr01,Payment run 2025-10
JV004540,13,2025-10-24,2025-10-27 14:01:19,2202,Accounts payable 应付账款,6045.73,,Finance,Baocheng Plastics 宝成塑料,prep03,appr01,Payment run 2025-10
JV004540,14,2025-10-24,2025-10-27 14:01:19,2202,Accounts payable 应付账款,6761.82,,Finance,Baocheng Plastics 宝成塑料,prep03,appr01,Payment run 2025-10
JV004540,15,2025-10-24,2025-10-27 14:01:19,2202,Accounts payable 应付账款,18228.72,,Finance,Baocheng Plastics 宝成塑料,prep03,appr01,Payment run 2025-10
JV004540,16,2025-10-24,2025-10-27 14:01:19,2202,Accounts payable 应付账款,20854.35,,Finance,Baocheng Plastics 宝成塑料,prep03,appr01,Payment run 2025-10
JV004540,17,2025-10-24,2025-10-27 14:01:19,2202,Accounts payable 应付账款,5933.03,,Finance,Baocheng Plastics 宝成塑料,prep03,appr01,Payment run 2025-10
JV004540,18,2025-10-24,2025-10-27 14:01:19,2202,Accounts payable 应付账款,7109.24,,Finance,Baocheng Plastics 宝成塑料,prep03,appr01,Payment run 2025-10
JV004540,19,2025-10-24,2025-10-27 14:01:19,2202,Accounts payable 应付账款,4894.19,,Finance,Baocheng Plastics 宝成塑料,prep03,appr01,Payment run 2025-10
JV004540,20,2025-10-24,2025-10-27 14:01:19,2202,Accounts payable 应付账款,10184.81,,Finance,Baocheng Plastics 宝成塑料,prep03,appr01,Payment run 2025-10
JV004540,21,2025-10-24,2025-10-27 14:01:19,2202,Accounts payable 应付账款,7852.27,,Finance,Baocheng Plastics 宝成塑料,prep03,appr01,Payment run 2025-10
JV004540,22,2025-10-24,2025-10-27 14:01:19,2202,Accounts payable 应付账款,5867.29,,Finance,Baocheng Plastics 宝成塑料,prep03,appr01,Payment run 2025-10
JV004540,23,2025-10-24,2025-10-27 14:01:19,2202,Accounts payable 应付账款,10259.89,,Finance,Baocheng Plastics 宝成塑料,prep03,appr01,Payment run 2025-10
JV004540,24,2025-10-24,2025-10-27 14:01:19,1002,Bank deposits 银行存款,,253903.66,Finance,Baocheng Plastics 宝成塑料,prep03,appr01,Payment run 2025-10
JV004541,1,2025-10-24,2025-10-27 15:56:03,2202,Accounts payable 应付账款,2205.38,,Finance,Dingxin Steel 鼎鑫钢材,prep01,appr02,Payment run 2025-10
JV004541,2,2025-10-24,2025-10-27 15:56:03,1002,Bank deposits 银行存款,,2205.38,Finance,Dingxin Steel 鼎鑫钢材,prep01,appr02,Payment run 2025-10
JV004542,1,2025-10-24,2025-10-27 17:38:58,1122,Accounts receivable 应收账款,58240.12,,Sales,,prep03,appr02,Sales invoice
