bank_date,amount,counterparty,bank_ref
2025-09-07,45324.64,Beichen Trading 北辰贸易,BR001230
2025-09-08,-1637.22,Yunfan Ticketing 云帆票务,BR001231
2025-09-08,24626.34,Xinhe Distribution 信和分销,BR001232
2025-09-08,25648.88,Shunfa Wholesale 顺发批发,BR001233
2025-09-08,33573.75,Anping Hardware 安平五金,BR001234
2025-09-08,49954.00,Qinghe Foods 清禾食品,BR001235
2025-09-08,53720.28,Yuanhang Technology 远航科技,BR001236
2025-09-08,63824.34,Jinhai Industrial 金海实业,BR001237
2025-09-08,136697.70,Qinghe Foods 清禾食品,BR001238
2025-09-08,242547.09,Shunfa Wholesale 顺发批发,BR001239
2025-09-09,-2158.02,Jinyue Restaurant 金悦酒楼,BR001240
2025-09-09,-1420.05,Yunfan Ticketing 云帆票务,BR001241
2025-09-09,18919.53,Beichen Trading 北辰贸易,BR001242
2025-09-09,37060.33,Xinhe Distribution 信和分销,BR001243
2025-09-09,52564.37,Jinhai Industrial 金海实业,BR001244
2025-09-09,85434.58,Anping Hardware 安平五金,BR001245
2025-09-09,135854.93,Anping Hardware 安平五金,BR001246
2025-09-09,155944.17,Xinhe Distribution 信和分销,BR001247
2025-09-09,167845.56,Jinhai Industrial 金海实业,BR001248
2025-09-10,-4791.31,Yunfan Ticketing 云帆票务,BR001249
2025-09-10,-2530.57,Jietu Travel Service 捷途旅行社,BR001250
2025-09-10,-1505.04,Jinyue Restaurant 金悦酒楼,BR001251
2025-09-10,-1327.97,Jinyue Restaurant 金悦酒楼,BR001252
2025-09-10,-867.24,Jiayi Printing 嘉艺印务,BR001253
2025-09-10,21347.54,Yuanhang Technology 远航科技,BR001254
2025-09-10,33513.66,Guangyao Electric 光耀电器,BR001255
2025-09-10,58204.68,Guangyao Electric 光耀电器,BR001256
2025-09-10,146359.80,Yuanhang Technology 远航科技,BR001257
2025-09-11,-607056.73,Payroll batch 工资代发,BR001258
2025-09-11,-7807.05,Jietu Travel Service 捷途旅行社,BR001259
2025-09-11,-4116.35,Jietu Travel Service 捷途旅行社,BR001260
2025-09-11,-1216.15,Huaxin Office Supplies 华信办公用品,BR001261
2025-09-11,23938.03,Minghui Manufacturing 明辉制造,BR001262
2025-09-11,35963.39,Xinhe Distribution 信和分销,BR001263
2025-09-11,41112.44,Anping Hardware 安平五金,BR001264
2025-09-11,76109.83,Qinghe Foods 清禾食品,BR001265
2025-09-12,-2376.91,Jinyue Restaurant 金悦酒楼,BR001266
2025-09-12,-1838.32,Jietu Travel Service 捷途旅行社,BR001267
2025-09-12,-621.03,Jiayi Printing 嘉艺印务,BR001268
2025-09-12,49567.37,Fuyuan Supermarkets 富源超市,BR001269
2025-09-12,115390.72,Beichen Trading 北辰贸易,BR001270
2025-09-13,-2210.73,Yunfan Ticketing 云帆票务,BR001271
2025-09-13,-1290.53,Huaxin Office Supplies 华信办公用品,BR001272
2025-09-13,-1187.24,Huaxin Office Supplies 华信办公用品,BR001273
2025-09-13,-934.33,Yunfan Ticketing 云帆票务,BR001274
2025-09-13,-925.03,Huaxin Office Supplies 华信办公用品,BR001275
2025-09-14,-2060.45,Songhe Tea House 松鹤茶楼,BR001276
2025-09-14,-1342.73,Huaxin Office Supplies 华信办公用品,BR001277
2025-09-14,25467.35,Xinhe Distribution 信和分销,BR001278
2025-09-14,27508.93,Xinhe Distribution 信和分销,BR001279
2025-09-14,73080.69,Shunfa Wholesale 顺发批发,BR001280
2025-09-14,103138.84,Beichen Trading 北辰贸易,BR001281
2025-09-15,-11921.12,Yunfan Ticketing 云帆票务,BR001282
2025-09-15,-388.99,Jiayi Printing 嘉艺印务,BR001283
2025-09-15,21797.46,Qinghe Foods 清禾食品,BR001284
2025-09-15,22428.14,Yuanhang Technology 远航科技,BR001285
2025-09-15,35068.21,Fuyuan Supermarkets 富源超市,BR001286
2025-09-15,44450.32,Shunfa Wholesale 顺发批发,BR001287
2025-09-16,-10956.68,Donghu Water and Power 东湖水电,BR001288
2025-09-16,-3753.34,Yunfan Ticketing 云帆票务,BR001289
2025-09-16,-3291.22,Jietu Travel Service 捷途旅行社,BR001290
2025-09-16,-2055.11,Yunfan Ticketing 云帆票务,BR001291
2025-09-16,-1024.50,Huaxin Office Supplies 华信办公用品,BR001292
2025-09-16,-443.07,Huaxin Office Supplies 华信办公用品,BR001293
2025-09-16,-290.97,Huaxin Office Supplies 华信办公用品,BR001294
2025-09-16,37360.11,Beichen Trading 北辰贸易,BR001295
2025-09-16,96507.18,Anping Hardware 安平五金,BR001296
2025-09-17,-5617.92,Yunfan Ticketing 云帆票务,BR001297
2025-09-17,25373.97,Anping Hardware 安平五金,BR001298
2025-09-17,35235.94,Xinhe Distribution 信和分销,BR001299
2025-09-18,-2597.98,Yunfan Ticketing 云帆票务,BR001300
2025-09-18,-1826.29,Yunfan Ticketing 云帆票务,BR001301
2025-09-18,-1400.94,Jietu Travel Service 捷途旅行社,BR001302
2025-09-18,-1072.60,Huaxin Office Supplies 华信办公用品,BR001303
2025-09-18,13810.50,Guangyao Electric 光耀电器,BR001304
2025-09-18,38763.80,Xinhe Distribution 信和分销,BR001305
2025-09-18,46579.58,Longsheng Home 隆盛家居,BR001306
2025-09-18,59546.95,Beichen Trading 北辰贸易,BR001307
2025-09-19,-2540.30,Yunfan Ticketing 云帆票务,BR001308
2025-09-19,-2263.86,Songhe Tea House 松鹤茶楼,BR001309
2025-09-19,-1790.41,Jietu Travel Service 捷途旅行社,BR001310
2025-09-19,-1188.40,Huaxin Office Supplies 华信办公用品,BR001311
2025-09-19,-678.88,Jiayi Printing 嘉艺印务,BR001312
2025-09-20,-7642.18,Jietu Travel Service 捷途旅行社,BR001313
2025-09-20,-2367.21,Jinyue Restaurant 金悦酒楼,BR001314
2025-09-20,-892.62,Yunfan Ticketing 云帆票务,BR001315
2025-09-21,54799.98,Shunfa Wholesale 顺发批发,BR001316
2025-09-21,101416.49,Beichen Trading 北辰贸易,BR001317
2025-09-21,113895.55,Jinhai Industrial 金海实业,BR001318
2025-09-21,139681.05,Yuanhang Technology 远航科技,BR001319
2025-09-22,-2823.66,Yunfan Ticketing 云帆票务,BR001320
2025-09-22,-1783.10,Yunfan Ticketing 云帆票务,BR001321
2025-09-22,-1432.29,Yunfan Ticketing 云帆票务,BR001322
2025-09-22,21521.52,Fuyuan Supermarkets 富源超市,BR001323
2025-09-22,40669.75,Yuanhang Technology 远航科技,BR001324
2025-09-22,96708.87,Longsheng Home 隆盛家居,BR001325
2025-09-22,98454.50,Longsheng Home 隆盛家居,BR001326
2025-09-23,26260.08,Minghui Manufacturing 明辉制造,BR001327
2025-09-23,38686.95,Longsheng Home 隆盛家居,BR001328
2025-09-23,78125.13,Minghui Manufacturing 明辉制造,BR001329
2025-09-23,79033.39,Shunfa Wholesale 顺发批发,BR001330
2025-09-23,168878.33,Anping Hardware 安平五金,BR001331
2025-09-24,-834.43,Huaxin Office Supplies 华信办公用品,BR001332
2025-09-24,-455.01,Jiayi Printing 嘉艺印务,BR001333
2025-09-25,-264096.71,Dingxin Steel 鼎鑫钢材,BR001334
2025-09-25,-247741.03,Xingchen Advertising 星辰广告,BR001335
2025-09-25,-190715.12,Ruifeng Components 瑞丰元件,BR001336
2025-09-25,-65406.61,Wanli Facility Services 万里设施服务,BR001337
2025-09-25,-3025.15,Songhe Tea House 松鹤茶楼,BR001338
2025-09-25,-637.40,Jinyue Restaurant 金悦酒楼,BR001339
2025-09-25,23197.42,Shunfa Wholesale 顺发批发,BR001340
2025-09-26,-259093.07,Jiahe Packaging 嘉禾包装,BR001341
2025-09-26,-200258.83,Yongsheng Chemicals 永盛化工,BR001342
2025-09-26,-171822.14,Lianchuang Parts 联创配件,BR001343
2025-09-26,-149169.99,Zhiyuan Consulting 智远咨询,BR001344
2025-09-26,-115026.59,Kangda Metals 康达金属,BR001345
2025-09-26,-53363.76,Anjie Equipment Repair 安捷设备维修,BR001346
2025-09-26,22440.32,Fuyuan Supermarkets 富源超市,BR001347
2025-09-26,67098.47,Qinghe Foods 清禾食品,BR001348
2025-09-27,-374811.25,Qianfeng Tax Advisory 千峰税务咨询,BR001349
2025-09-27,-269395.30,Hongyu Electronics 鸿宇电子,BR001350
2025-09-27,-231187.09,Fangzhou Exhibition 方舟会展,BR001351
2025-09-27,-168274.17,Huamei Textiles 华美纺织,BR001352
2025-09-27,-4179.02,Yunfan Ticketing 云帆票务,BR001353
2025-09-27,-1377.10,Songhe Tea House 松鹤茶楼,BR001354
2025-09-28,-257593.60,Baocheng Plastics 宝成塑料,BR001355
2025-09-28,-180541.83,Tianrui Materials 天瑞物资,BR001356
2025-09-28,29517.86,Fuyuan Supermarkets 富源超市,BR001357
2025-09-28,58186.46,Longsheng Home 隆盛家居,BR001358
2025-09-29,-393.22,Yunfan Ticketing 云帆票务,BR001359
2025-09-29,16869.60,Fuyuan Supermarkets 富源超市,BR001360
2025-09-29,25207.08,Xinhe Distribution 信和分销,BR001361
2025-09-29,64248.25,Beichen Trading 北辰贸易,BR001362
2025-09-29,88346.07,Xinhe Distribution 信和分销,BR001363
2025-09-29,113188.83,Beichen Trading 北辰贸易,BR001364
2025-09-30,-3913.51,Yunfan Ticketing 云帆票务,BR001365
2025-09-30,-1133.42,Yunfan Ticketing 云帆票务,BR001366
2025-09-30,-949.84,Huaxin Office Supplies 华信办公用品,BR001367
2025-09-30,-120.33,Bank service charge 银行手续费,BR001368
2025-09-30,160640.45,Anping Hardware 安平五金,BR001369
2025-10-01,-924.63,Jietu Travel Service 捷途旅行社,BR001370
2025-10-08,7483.98,Minghui Manufacturing 明辉制造,BR001371
2025-10-08,20622.78,Longsheng Home 隆盛家居,BR001372
2025-10-08,44420.90,Fuyuan Supermarkets 富源超市,BR001373
2025-10-08,57337.92,Guangyao Electric 光耀电器,BR001374
2025-10-08,64919.61,Anping Hardware 安平五金,BR001375
2025-10-08,95470.19,Guangyao Electric 光耀电器,BR001376
2025-10-08,151065.56,Tongda Retail 通达零售,BR001377
2025-10-08,182524.56,Fuyuan Supermarkets 富源超市,BR001378
2025-10-09,-60000.00,Hengtai Property 恒泰物业,BR001379
2025-10-09,-1932.40,Yunfan Ticketing 云帆票务,BR001380
2025-10-09,9206.02,Anping Hardware 安平五金,BR001381
2025-10-09,27947.95,Anping Hardware 安平五金,BR001382
2025-10-09,29313.57,Tongda Retail 通达零售,BR001383
2025-10-09,31368.07,Guangyao Electric 光耀电器,BR001384
2025-10-09,33456.25,Xinhe Distribution 信和分销,BR001385
2025-10-09,34692.31,Minghui Manufacturing 明辉制造,BR001386
2025-10-09,41960.35,Minghui Manufacturing 明辉制造,BR001387
2025-10-09,45902.45,Xinhe Distribution 信和分销,BR001388
2025-10-09,51641.20,Minghui Manufacturing 明辉制造,BR001389
2025-10-09,51741.43,Longsheng Home 隆盛家居,BR001390
2025-10-09,52257.79,Shunfa Wholesale 顺发批发,BR001391
2025-10-09,56788.78,Shunfa Wholesale 顺发批发,BR001392
2025-10-09,75547.12,Beichen Trading 北辰贸易,BR001393
2025-10-09,82155.71,Shunfa Wholesale 顺发批发,BR001394
2025-10-09,90504.52,Longsheng Home 隆盛家居,BR001395
2025-10-09,96569.71,Minghui Manufacturing 明辉制造,BR001396
2025-10-09,168925.40,Jinhai Industrial 金海实业,BR001397
2025-10-10,-601681.94,Payroll batch 工资代发,BR001398
2025-10-10,-3944.24,Jietu Travel Service 捷途旅行社,BR001399
2025-10-10,-3318.85,Jinyue Restaurant 金悦酒楼,BR001400
2025-10-10,-1252.96,Jietu Travel Service 捷途旅行社,BR001401
2025-10-10,-654.12,Huaxin Office Supplies 华信办公用品,BR001402
2025-10-10,39666.11,Beichen Trading 北辰贸易,BR001403
2025-10-10,44053.57,Shunfa Wholesale 顺发批发,BR001404
2025-10-11,-1855.41,Jinyue Restaurant 金悦酒楼,BR001405
2025-10-11,-1785.79,Jietu Travel Service 捷途旅行社,BR001406
2025-10-12,17223.47,Longsheng Home 隆盛家居,BR001407
2025-10-12,21816.35,Minghui Manufacturing 明辉制造,BR001408
2025-10-12,72422.25,Tongda Retail 通达零售,BR001409
2025-10-12,127399.56,Shunfa Wholesale 顺发批发,BR001410
2025-10-13,119671.81,Shunfa Wholesale 顺发批发,BR001411
2025-10-13,189020.99,Beichen Trading 北辰贸易,BR001412
2025-10-14,46092.28,Tongda Retail 通达零售,BR001413
2025-10-14,110209.71,Qinghe Foods 清禾食品,BR001414
2025-10-15,-43446.66,Dingxin Steel 鼎鑫钢材,BR001415
2025-10-15,-4025.81,Yunfan Ticketing 云帆票务,BR001416
2025-10-15,-3390.10,Yunfan Ticketing 云帆票务,BR001417
2025-10-15,-2626.37,Jietu Travel Service 捷途旅行社,BR001418
2025-10-15,-2557.06,Jinyue Restaurant 金悦酒楼,BR001419
2025-10-15,-2341.74,Jinyue Restaurant 金悦酒楼,BR001420
2025-10-15,-1294.79,Jinyue Restaurant 金悦酒楼,BR001421
2025-10-15,-489.47,Jiayi Printing 嘉艺印务,BR001422
2025-10-15,-382.37,Huaxin Office Supplies 华信办公用品,BR001423
2025-10-15,170950.83,Guangyao Electric 光耀电器,BR001424
2025-10-16,-3531.91,Yunfan Ticketing 云帆票务,BR001425
2025-10-16,37309.50,Anping Hardware 安平五金,BR001426
2025-10-16,48720.80,Longsheng Home 隆盛家居,BR001427
2025-10-16,59930.89,Jinhai Industrial 金海实业,BR001428
2025-10-16,67131.75,Xinhe Distribution 信和分销,BR001429
2025-10-16,85029.23,Jinhai Industrial 金海实业,BR001430
2025-10-17,-10011.40,Donghu Water and Power 东湖水电,BR001431
2025-10-17,-7613.53,Jietu Travel Service 捷途旅行社,BR001432
2025-10-17,-2655.96,Yunfan Ticketing 云帆票务,BR001433
2025-10-17,-2385.72,Jietu Travel Service 捷途旅行社,BR001434
2025-10-17,-1539.67,Huaxin Office Supplies 华信办公用品,BR001435
2025-10-17,-1113.31,Jiayi Printing 嘉艺印务,BR001436
2025-10-17,-621.73,Huaxin Office Supplies 华信办公用品,BR001437
2025-10-17,40136.48,Tongda Retail 通达零售,BR001438
2025-10-18,-49064.86,Dingxin Steel 鼎鑫钢材,BR001439
2025-10-18,-44933.34,Dingxin Steel 鼎鑫钢材,BR001440
2025-10-18,-1287.14,Jinyue Restaurant 金悦酒楼,BR001441
2025-10-19,-2960.55,Songhe Tea House 松鹤茶楼,BR001442
2025-10-19,-1164.36,Jietu Travel Service 捷途旅行社,BR001443
2025-10-19,-761.33,Jiayi Printing 嘉艺印务,BR001444
2025-10-19,78514.45,Fuyuan Supermarkets 富源超市,BR001445
2025-10-19,84290.23,Anping Hardware 安平五金,BR001446
2025-10-20,-2246.68,Jiayi Printing 嘉艺印务,BR001447
2025-10-20,-2077.56,Jietu Travel Service 捷途旅行社,BR001448
2025-10-20,12484.07,Tongda Retail 通达零售,BR001449
2025-10-20,24700.07,Guangyao Electric 光耀电器,BR001450
2025-10-20,36261.85,Tongda Retail 通达零售,BR001451
2025-10-20,38883.11,Beichen Trading 北辰贸易,BR001452
2025-10-20,69376.04,Minghui Manufacturing 明辉制造,BR001453
2025-10-20,88325.01,Minghui Manufacturing 明辉制造,BR001454
2025-10-20,96668.38,Xinhe Distribution 信和分销,BR001455
2025-10-20,111558.43,Anping Hardware 安平五金,BR001456
2025-10-21,-1073.82,Songhe Tea House 松鹤茶楼,BR001457
2025-10-21,-885.00,Huaxin Office Supplies 华信办公用品,BR001458
2025-10-21,35849.75,Guangyao Electric 光耀电器,BR001459
2025-10-22,-2651.83,Jietu Travel Service 捷途旅行社,BR001460
2025-10-22,-2368.17,Jietu Travel Service 捷途旅行社,BR001461
2025-10-22,21509.08,Beichen Trading 北辰贸易,BR001462
2025-10-22,21902.99,Beichen Trading 北辰贸易,BR001463
2025-10-22,110901.73,Guangyao Electric 光耀电器,BR001464
2025-10-23,-2328.58,Jinyue Restaurant 金悦酒楼,BR001465
2025-10-23,16616.85,Longsheng Home 隆盛家居,BR001466
2025-10-23,31911.32,Fuyuan Supermarkets 富源超市,BR001467
2025-10-23,58214.10,Jinhai Industrial 金海实业,BR001468
2025-10-24,-351777.01,Xingchen Advertising 星辰广告,BR001469
2025-10-24,-104547.34,Yongsheng Chemicals 永盛化工,BR001470
2025-10-24,-85494.05,Dingxin Steel 鼎鑫钢材,BR001471
2025-10-24,-77471.24,Tianrui Materials 天瑞物资,BR001472
2025-10-24,-4795.15,Jietu Travel Service 捷途旅行社,BR001473
2025-10-24,-4030.92,Yunfan Ticketing 云帆票务,BR001474
2025-10-24,-2611.19,Jietu Travel Service 捷途旅行社,BR001475
2025-10-24,-1433.77,Jinyue Restaurant 金悦酒楼,BR001476
2025-10-24,87861.56,Jinhai Industrial 金海实业,BR001477
2025-10-25,-497971.77,Haotian Machinery 昊天机械,BR001478
2025-10-25,-281965.76,Lianchuang Parts 联创配件,BR001479
2025-10-25,-159035.50,Jiahe Packaging 嘉禾包装,BR001480
2025-10-25,-118175.59,Fangzhou Exhibition 方舟会展,BR001481
2025-10-25,-39504.42,Dingxin Steel 鼎鑫钢材,BR001482
2025-10-25,-39200.17,Anjie Equipment Repair 安捷设备维修,BR001483
2025-10-25,-768.14,Songhe Tea House 松鹤茶楼,BR001484
2025-10-26,-719654.48,Ruida Office Furniture 瑞达办公家具,BR001485
2025-10-26,-253903.66,Baocheng Plastics 宝成塑料,BR001486
2025-10-26,-203117.32,Qianfeng Tax Advisory 千峰税务咨询,BR001487
2025-10-26,-192105.57,Hongyu Electronics 鸿宇电子,BR001488
2025-10-26,-172687.21,Ruifeng Components 瑞丰元件,BR001489
2025-10-26,-148660.21,Zhiyuan Consulting 智远咨询,BR001490
2025-10-26,12786.16,Yuanhang Technology 远航科技,BR001491
2025-10-26,23094.91,Tongda Retail 通达零售,BR001492
2025-10-26,44897.26,Fuyuan Supermarkets 富源超市,BR001493
2025-10-26,50457.99,Beichen Trading 北辰贸易,BR001494
2025-10-26,111701.25,Anping Hardware 安平五金,BR001495
2025-10-27,-117306.09,Kangda Metals 康达金属,BR001496
2025-10-27,-109901.55,Huamei Textiles 华美纺织,BR001497
2025-10-27,-57977.43,Wanli Facility Services 万里设施服务,BR001498
2025-10-27,-2750.56,Jietu Travel Service 捷途旅行社,BR001499
2025-10-27,25591.75,Xinhe Distribution 信和分销,BR001500
2025-10-27,36479.12,Yuanhang Technology 远航科技,BR001501
2025-10-27,46658.40,Anping Hardware 安平五金,BR001502
2025-10-27,51828.07,Beichen Trading 北辰贸易,BR001503
2025-10-27,54333.67,Yuanhang Technology 远航科技,BR001504
2025-10-27,63342.21,Jinhai Industrial 金海实业,BR001505
2025-10-27,82650.73,Longsheng Home 隆盛家居,BR001506
2025-10-28,-3225.93,Jietu Travel Service 捷途旅行社,BR001507
2025-10-28,-671.55,Jiayi Printing 嘉艺印务,BR001508
2025-10-28,180658.78,Xinhe Distribution 信和分销,BR001509
2025-10-29,-3111.57,Jietu Travel Service 捷途旅行社,BR001510
2025-10-29,-2260.45,Jinyue Restaurant 金悦酒楼,BR001511
2025-10-29,-1277.97,Jinyue Restaurant 金悦酒楼,BR001512
2025-10-29,-1107.07,Jiayi Printing 嘉艺印务,BR001513
2025-10-29,-593.72,Jiayi Printing 嘉艺印务,BR001514
2025-10-29,44568.08,Guangyao Electric 光耀电器,BR001515
2025-10-29,54902.61,Fuyuan Supermarkets 富源超市,BR001516
2025-10-29,98143.60,Shunfa Wholesale 顺发批发,BR001517
2025-10-29,99432.96,Shunfa Wholesale 顺发批发,BR001518
2025-10-29,117323.45,Minghui Manufacturing 明辉制造,BR001519
2025-10-30,-5814.93,Yunfan Ticketing 云帆票务,BR001520
2025-10-30,-1807.95,Songhe Tea House 松鹤茶楼,BR001521
2025-10-30,49946.60,Xinhe Distribution 信和分销,BR001522
2025-10-30,54139.59,Qinghe Foods 清禾食品,BR001523
2025-10-31,-1824.01,Jietu Travel Service 捷途旅行社,BR001524
2025-10-31,-606.08,Huaxin Office Supplies 华信办公用品,BR001525
2025-10-31,-554.82,Jiayi Printing 嘉艺印务,BR001526
2025-10-31,-417.96,Jiayi Printing 嘉艺印务,BR001527
2025-10-31,-227.30,Bank service charge 银行手续费,BR001528
2025-10-31,26902.02,Tongda Retail 通达零售,BR001529
2025-10-31,28712.72,Beichen Trading 北辰贸易,BR001530
2025-10-31,29084.51,Jinhai Industrial 金海实业,BR001531
2025-10-31,66993.19,Longsheng Home 隆盛家居,BR001532
2025-10-31,87292.76,Longsheng Home 隆盛家居,BR001533
2025-10-31,90379.47,Tongda Retail 通达零售,BR001534
2025-11-01,-1560.39,Yunfan Ticketing 云帆票务,BR001535
2025-11-02,30971.38,Shunfa Wholesale 顺发批发,BR001536
2025-11-02,46717.69,Xinhe Distribution 信和分销,BR001537
2025-11-02,155877.85,Shunfa Wholesale 顺发批发,BR001538
2025-11-03,29503.52,Shunfa Wholesale 顺发批发,BR001539
2025-11-03,33620.38,Xinhe Distribution 信和分销,BR001540
2025-11-03,51195.73,Qinghe Foods 清禾食品,BR001541
2025-11-03,54514.76,Tongda Retail 通达零售,BR001542
2025-11-05,-60000.00,Hengtai Property 恒泰物业,BR001543
2025-11-05,-4293.30,Jietu Travel Service 捷途旅行社,BR001544
2025-11-05,-3688.97,Yunfan Ticketing 云帆票务,BR001545
2025-11-05,-2162.77,Jinyue Restaurant 金悦酒楼,BR001546
2025-11-05,-809.84,Jiayi Printing 嘉艺印务,BR001547
2025-11-05,72573.81,Longsheng Home 隆盛家居,BR001548
2025-11-06,-1079.83,Jiayi Printing 嘉艺印务,BR001549
2025-11-07,-7336.63,Jietu Travel Service 捷途旅行社,BR001550
2025-11-07,-6889.34,Songhe Tea House 松鹤茶楼,BR001551
2025-11-07,12432.76,Anping Hardware 安平五金,BR001552
2025-11-07,48307.41,Guangyao Electric 光耀电器,BR001553
2025-11-08,-2643.42,Jietu Travel Service 捷途旅行社,BR001554
2025-11-08,-1617.42,Jiayi Printing 嘉艺印务,BR001555
2025-11-08,-667.28,Huaxin Office Supplies 华信办公用品,BR001556
2025-11-09,-2914.37,Yunfan Ticketing 云帆票务,BR001557
2025-11-09,40480.84,Tongda Retail 通达零售,BR001558
2025-11-09,78119.66,Fuyuan Supermarkets 富源超市,BR001559
2025-11-10,-599724.76,Payroll batch 工资代发,BR001560
2025-11-10,17260.12,Shunfa Wholesale 顺发批发,BR001561
2025-11-10,18596.20,Yuanhang Technology 远航科技,BR001562
2025-11-10,33759.62,Xinhe Distribution 信和分销,BR001563
2025-11-11,-2643.06,Jinyue Restaurant 金悦酒楼,BR001564
2025-11-11,-2603.68,Huaxin Office Supplies 华信办公用品,BR001565
2025-11-11,-1613.50,Songhe Tea House 松鹤茶楼,BR001566
2025-11-11,-1459.28,Jiayi Printing 嘉艺印务,BR001567
2025-11-11,23032.59,Minghui Manufacturing 明辉制造,BR001568
2025-11-11,37998.30,Tongda Retail 通达零售,BR001569
2025-11-11,49442.07,Longsheng Home 隆盛家居,BR001570
2025-11-12,-4354.55,Yunfan Ticketing 云帆票务,BR001571
2025-11-12,-3093.66,Jietu Travel Service 捷途旅行社,BR001572
2025-11-12,-2350.87,Yunfan Ticketing 云帆票务,BR001573
2025-11-12,-2186.54,Yunfan Ticketing 云帆票务,BR001574
2025-11-12,-701.45,Huaxin Office Supplies 华信办公用品,BR001575
2025-11-12,32583.37,Jinhai Industrial 金海实业,BR001576
2025-11-12,43160.68,Fuyuan Supermarkets 富源超市,BR001577
2025-11-12,76526.90,Yuanhang Technology 远航科技,BR001578
2025-11-13,-1346.60,Jinyue Restaurant 金悦酒楼,BR001579
2025-11-13,-589.68,Huaxin Office Supplies 华信办公用品,BR001580
2025-11-13,24833.45,Fuyuan Supermarkets 富源超市,BR001581
2025-11-13,58299.05,Shunfa Wholesale 顺发批发,BR001582
2025-11-14,-1936.27,Jietu Travel Service 捷途旅行社,BR001583
2025-11-14,-1147.14,Jiayi Printing 嘉艺印务,BR001584
2025-11-14,33608.57,Beichen Trading 北辰贸易,BR001585
2025-11-15,-2205.49,Jietu Travel Service 捷途旅行社,BR001586
2025-11-15,-839.42,Yunfan Ticketing 云帆票务,BR001587
2025-11-16,-2325.59,Jietu Travel Service 捷途旅行社,BR001588
2025-11-16,84722.07,Beichen Trading 北辰贸易,BR001589
2025-11-16,121509.21,Anping Hardware 安平五金,BR001590
2025-11-17,31107.17,Tongda Retail 通达零售,BR001591
2025-11-17,40797.20,Longsheng Home 隆盛家居,BR001592
2025-11-17,41724.89,Minghui Manufacturing 明辉制造,BR001593
2025-11-17,56791.71,Jinhai Industrial 金海实业,BR001594
2025-11-17,102895.80,Tongda Retail 通达零售,BR001595
2025-11-18,-2456.62,Jietu Travel Service 捷途旅行社,BR001596
2025-11-18,-1662.27,Jinyue Restaurant 金悦酒楼,BR001597
2025-11-18,-1013.54,Jinyue Restaurant 金悦酒楼,BR001598
2025-11-18,62680.16,Longsheng Home 隆盛家居,BR001599
2025-11-18,116563.94,Tongda Retail 通达零售,BR001600
2025-11-19,-3838.95,Songhe Tea House 松鹤茶楼,BR001601
2025-11-19,-2788.23,Jinyue Restaurant 金悦酒楼,BR001602
2025-11-19,-2060.50,Jiayi Printing 嘉艺印务,BR001603
2025-11-19,-1682.06,Yunfan Ticketing 云帆票务,BR001604
2025-11-19,-663.96,Huaxin Office Supplies 华信办公用品,BR001605
2025-11-19,58548.18,Minghui Manufacturing 明辉制造,BR001606
2025-11-19,125583.19,Qinghe Foods 清禾食品,BR001607
2025-11-20,-10357.08,Donghu Water and Power 东湖水电,BR001608
2025-11-20,-5382.67,Yunfan Ticketing 云帆票务,BR001609
2025-11-20,-3620.70,Yunfan Ticketing 云帆票务,BR001610
2025-11-20,-1573.91,Jinyue Restaurant 金悦酒楼,BR001611
2025-11-20,12950.90,Tongda Retail 通达零售,BR001612
2025-11-20,36736.31,Qinghe Foods 清禾食品,BR001613
2025-11-20,64372.52,Tongda Retail 通达零售,BR001614
2025-11-20,143431.59,Guangyao Electric 光耀电器,BR001615
2025-11-21,-4607.63,Jietu Travel Service 捷途旅行社,BR001616
2025-11-21,-2732.12,Yunfan Ticketing 云帆票务,BR001617
2025-11-21,31915.49,Anping Hardware 安平五金,BR001618
2025-11-22,-1948.28,Yunfan Ticketing 云帆票务,BR001619
2025-11-22,-421.80,Jiayi Printing 嘉艺印务,BR001620
2025-11-23,-495.37,Jietu Travel Service 捷途旅行社,BR001621
2025-11-23,32259.35,Xinhe Distribution 信和分销,BR001622
2025-11-25,-144378.54,Huamei Textiles 华美纺织,BR001623
2025-11-25,-112703.41,Fangzhou Exhibition 方舟会展,BR001624
2025-11-25,-4312.91,Yunfan Ticketing 云帆票务,BR001625
2025-11-25,-3233.09,Jinyue Restaurant 金悦酒楼,BR001626
2025-11-25,-2033.01,Jietu Travel Service 捷途旅行社,BR001627
2025-11-25,-1825.79,Jietu Travel Service 捷途旅行社,BR001628
2025-11-25,-1163.48,Jiayi Printing 嘉艺印务,BR001629
2025-11-25,27298.12,Minghui Manufacturing 明辉制造,BR001630
2025-11-25,73256.89,Guangyao Electric 光耀电器,BR001631
2025-11-25,74792.04,Beichen Trading 北辰贸易,BR001632
2025-11-26,-221171.62,Lianchuang Parts 联创配件,BR001633
2025-11-26,-183279.64,Qianfeng Tax Advisory 千峰税务咨询,BR001634
2025-11-26,-175404.80,Yongsheng Chemicals 永盛化工,BR001635
2025-11-26,-161443.27,Zhiyuan Consulting 智远咨询,BR001636
2025-11-26,-135645.98,Baocheng Plastics 宝成塑料,BR001637
2025-11-26,-125726.06,Xingchen Advertising 星辰广告,BR001638
2025-11-26,-91229.93,Jiahe Packaging 嘉禾包装,BR001639
2025-11-26,-81319.27,Tianrui Materials 天瑞物资,BR001640
2025-11-26,-61656.86,Anjie Equipment Repair 安捷设备维修,BR001641
